 PF10417	PF10417
 PF16274	PF16274
 PF06508	PF06508
 PF14489	PF14489
 PF14489	PF14819
 PF02547	PF02547
 PF11463	PF11463
 PF01424	PF01424
 PF00788	PF00788
 PF00788	PF00071
 PF09311	PF09311
 PF09311	PF00071
 PF09311	PF02204
 PF00566	PF00566
 PF00566	PF00071
 PF00566	PF00581
 PF16704	PF16704
 PF16704	PF00071
 PF09632	PF09632
 PF09632	PF00071
 PF14574	PF17650
 PF14574	PF17651
 PF17650	PF17651
 PF02144	PF04139
 PF04824	PF04825
 PF04824	PF02463
 PF04825	PF02463
 PF03835	PF09280
 PF04423	PF04423
 PF08423	PF08423
 PF04098	PF04098
 PF11976	PF00041
 PF11976	PF11976
 PF11976	PF16845
 PF11976	PF00899
 PF11976	PF11507
 PF11976	PF03167
 PF11976	PF00179
 PF11976	PF02891
 PF11976	PF00569
 PF13881	PF13881
 PF13881	PF00179
 PF04002	PF04002
 PF04712	PF04712
 PF04712	PF06098
 PF06098	PF06098
 PF04055	PF04055
 PF04055	PF16199
 PF04055	PF13186
 PF04055	PF01938
 PF04055	PF18693
 PF04055	PF00919
 PF04055	PF00400
 PF04055	PF08608
 PF18579	PF18578
 PF18579	PF00016
 PF18579	PF02788
 PF18578	PF18087
 PF18578	PF00016
 PF18578	PF02788
 PF12940	PF12940
 PF12940	PF03089
 PF12560	PF00097
 PF12560	PF10426
 PF13341	PF13341
 PF08652	PF08652
 PF18248	PF01369
 PF18755	PF18755
 PF04901	PF04901
 PF04901	PF01547
 PF04901	PF07686
 PF03787	PF03787
 PF07834	PF07834
 PF07834	PF00179
 PF18278	PF00229
 PF00638	PF00638
 PF00638	PF00071
 PF18602	PF18602
 PF18602	PF14113
 PF11626	PF11626
 PF11626	PF16772
 PF18282	PF00240
 PF12137	PF04997
 PF12137	PF00623
 PF12137	PF00176
 PF12137	PF18339
 PF12137	PF18337
 PF18801	PF00072
 PF02145	PF00071
 PF02145	PF03542
 PF00071	PF12130
 PF00071	PF03455
 PF00071	PF00041
 PF00071	PF00071
 PF00071	PF00616
 PF00071	PF00617
 PF00071	PF00618
 PF00071	PF02196
 PF00071	PF09457
 PF00071	PF11464
 PF00071	PF00620
 PF00071	PF00621
 PF00071	PF08912
 PF00071	PF02115
 PF00071	PF11461
 PF00071	PF08477
 PF00071	PF06428
 PF00071	PF15277
 PF00071	PF05276
 PF00071	PF16979
 PF00071	PF11047
 PF00071	PF07487
 PF00071	PF16845
 PF00071	PF04099
 PF00071	PF12919
 PF00071	PF01833
 PF00071	PF07719
 PF00071	PF13181
 PF00071	PF03456
 PF00071	PF07686
 PF00071	PF02204
 PF00071	PF08389
 PF00071	PF03545
 PF00071	PF00641
 PF00071	PF13901
 PF00616	PF00616
 PF00617	PF00617
 PF00617	PF00618
 PF00618	PF00027
 PF00618	PF00621
 PF16207	PF16207
 PF16207	PF17219
 PF02341	PF02341
 PF02341	PF02788
 PF02196	PF00071
 PF02196	PF02196
 PF09457	PF00071
 PF09457	PF09457
 PF02033	PF02033
 PF02033	PF00411
 PF13397	PF04997
 PF13397	PF00562
 PF13397	PF00140
 PF13397	PF04542
 PF13397	PF04539
 PF14752	PF14752
 PF05025	PF05025
 PF11464	PF11464
 PF18113	PF00301
 PF01858	PF01858
 PF01858	PF01857
 PF01857	PF08934
 PF00415	PF00071
 PF00415	PF00415
 PF00415	PF13540
 PF00415	PF18111
 PF00415	PF05207
 PF13540	PF13540
 PF06405	PF06405
 PF04078	PF04078
 PF02517	PF07686
 PF09456	PF00072
 PF09187	PF09187
 PF04381	PF04381
 PF05183	PF05183
 PF00680	PF00680
 PF00998	PF00998
 PF02123	PF02123
 PF02123	PF12289
 PF02123	PF05087
 PF07925	PF07781
 PF09231	PF09231
 PF10262	PF10262
 PF00154	PF00154
 PF17946	PF00580
 PF17946	PF13361
 PF11465	PF11465
 PF11465	PF07686
 PF11548	PF11548
 PF01030	PF00041
 PF01030	PF01030
 PF01030	PF07686
 PF17190	PF17191
 PF07508	PF00239
 PF02565	PF02565
 PF02565	PF11967
 PF02565	PF13662
 PF11967	PF13662
 PF02132	PF02132
 PF02132	PF13662
 PF03838	PF03838
 PF02631	PF02631
 PF08534	PF08534
 PF08534	PF02630
 PF08534	PF00085
 PF14759	PF00355
 PF02014	PF02014
 PF11495	PF11495
 PF11495	PF01978
 PF07494	PF07494
 PF07494	PF07495
 PF04607	PF04607
 PF04607	PF02824
 PF04221	PF04221
 PF04221	PF15738
 PF18506	PF18506
 PF07850	PF05827
 PF07850	PF01992
 PF08978	PF08978
 PF00979	PF00979
 PF06016	PF05993
 PF06016	PF03084
 PF05993	PF00979
 PF05993	PF05993
 PF05993	PF03084
 PF07781	PF07781
 PF06043	PF06043
 PF01664	PF01664
 PF01664	PF07686
 PF04582	PF04582
 PF04582	PF17750
 PF17750	PF17750
 PF04057	PF04057
 PF04057	PF18521
 PF06970	PF06970
 PF16900	PF01336
 PF11423	PF11423
 PF01421	PF01421
 PF01421	PF07686
 PF13574	PF13574
 PF13583	PF16376
 PF13688	PF13688
 PF13688	PF00965
 PF17873	PF01443
 PF01719	PF01719
 PF01051	PF01051
 PF08661	PF08661
 PF08661	PF08646
 PF08661	PF01336
 PF08646	PF01336
 PF08542	PF08542
 PF08724	PF08724
 PF08724	PF13416
 PF02486	PF02486
 PF02486	PF18106
 PF08808	PF08808
 PF08808	PF09722
 PF04851	PF04851
 PF04851	PF18119
 PF04851	PF11648
 PF04851	PF18273
 PF04851	PF18141
 PF04851	PF17757
 PF04851	PF05181
 PF04851	PF18458
 PF06954	PF06954
 PF00239	PF00239
 PF00072	PF00072
 PF00072	PF00158
 PF00072	PF08281
 PF00072	PF14689
 PF00072	PF14682
 PF00072	PF00486
 PF11407	PF11407
 PF11487	PF11487
 PF17756	PF17813
 PF17812	PF17813
 PF00424	PF00424
 PF00424	PF07686
 PF16727	PF16727
 PF09491	PF09491
 PF18062	PF18062
 PF09549	PF09549
 PF18643	PF18643
 PF09517	PF09517
 PF14511	PF14511
 PF09518	PF09518
 PF09565	PF09565
 PF09522	PF09522
 PF09570	PF09570
 PF00472	PF00164
 PF16658	PF00164
 PF08519	PF08542
 PF18326	PF18326
 PF18326	PF15289
 PF06534	PF00041
 PF06534	PF06535
 PF06534	PF00019
 PF06535	PF00041
 PF06535	PF06535
 PF06535	PF00019
 PF00615	PF00615
 PF00615	PF00621
 PF00615	PF05924
 PF00615	PF00400
 PF09128	PF09128
 PF18148	PF00400
 PF18515	PF18515
 PF18515	PF00405
 PF18515	PF07686
 PF06134	PF06134
 PF00974	PF00974
 PF00974	PF07686
 PF00945	PF00945
 PF00945	PF07686
 PF05336	PF05336
 PF16179	PF07716
 PF16179	PF16179
 PF16179	PF00554
 PF00554	PF00170
 PF00554	PF07716
 PF00554	PF16179
 PF00554	PF00554
 PF09284	PF14686
 PF09284	PF09284
 PF01402	PF01402
 PF13467	PF13467
 PF16762	PF16762
 PF16777	PF16777
 PF12721	PF12721
 PF00581	PF00581
 PF00581	PF17773
 PF00581	PF08941
 PF10413	PF10413
 PF00620	PF00620
 PF00621	PF00041
 PF00621	PF00621
 PF00621	PF00018
 PF00621	PF14604
 PF01694	PF01694
 PF12122	PF12122
 PF08912	PF08912
 PF02115	PF02115
 PF07498	PF07498
 PF07498	PF07497
 PF07497	PF03118
 PF07497	PF04563
 PF07497	PF00562
 PF07497	PF00575
 PF00073	PF00073
 PF00073	PF00084
 PF00073	PF07686
 PF00073	PF08935
 PF00073	PF00092
 PF00073	PF01822
 PF08428	PF08428
 PF05914	PF00091
 PF05914	PF03953
 PF01872	PF00383
 PF01872	PF01872
 PF04950	PF04950
 PF04950	PF04758
 PF04950	PF00164
 PF04950	PF09202
 PF18957	PF18957
 PF00545	PF00545
 PF00545	PF00299
 PF00545	PF00240
 PF00636	PF00035
 PF00636	PF00636
 PF00825	PF00825
 PF00445	PF00445
 PF11469	PF11469
 PF14622	PF00035
 PF14622	PF00636
 PF14622	PF14622
 PF06479	PF06479
 PF01042	PF01042
 PF02867	PF02867
 PF02867	PF00317
 PF02867	PF00268
 PF02867	PF08343
 PF00317	PF08343
 PF00268	PF00268
 PF04597	PF02516
 PF00428	PF00428
 PF00428	PF00466
 PF00687	PF00687
 PF00687	PF01158
 PF00687	PF00281
 PF00687	PF01248
 PF00466	PF00466
 PF00466	PF00298
 PF00466	PF16320
 PF00466	PF17777
 PF00298	PF00298
 PF00298	PF03946
 PF00298	PF00542
 PF00298	PF16320
 PF00298	PF14693
 PF03946	PF00542
 PF03946	PF17777
 PF00542	PF16320
 PF16320	PF16320
 PF00572	PF00035
 PF00572	PF00453
 PF00572	PF00297
 PF00572	PF01247
 PF01294	PF17135
 PF01294	PF00828
 PF01294	PF01158
 PF01294	PF00573
 PF00238	PF01912
 PF00238	PF00238
 PF00238	PF01245
 PF00238	PF01246
 PF00238	PF00297
 PF00238	PF02410
 PF01929	PF01775
 PF01929	PF01159
 PF00827	PF01158
 PF00827	PF00935
 PF00827	PF01248
 PF00252	PF00252
 PF00252	PF01386
 PF00252	PF01016
 PF00252	PF14693
 PF00252	PF01172
 PF01196	PF01196
 PF01196	PF00237
 PF01196	PF01783
 PF17135	PF00828
 PF17135	PF01778
 PF17135	PF00327
 PF17135	PF00573
 PF17135	PF01282
 PF01775	PF08079
 PF00861	PF01016
 PF14204	PF17144
 PF01245	PF00297
 PF01245	PF02410
 PF00181	PF03947
 PF00181	PF01780
 PF00181	PF03948
 PF00453	PF00453
 PF00453	PF00829
 PF00453	PF01783
 PF01157	PF01779
 PF01157	PF17144
 PF00829	PF00828
 PF00237	PF00237
 PF00237	PF01783
 PF00237	PF00832
 PF00237	PF00573
 PF00237	PF04280
 PF00237	PF08053
 PF00276	PF00831
 PF00276	PF00468
 PF00276	PF00832
 PF00276	PF00584
 PF00276	PF00344
 PF00276	PF02881
 PF00276	PF05697
 PF03939	PF00076
 PF17136	PF04280
 PF01246	PF01912
 PF01246	PF00297
 PF01386	PF01386
 PF01386	PF14693
 PF16906	PF00832
 PF16906	PF00573
 PF01016	PF01016
 PF00828	PF00828
 PF00828	PF01632
 PF00828	PF00573
 PF01777	PF01199
 PF01777	PF01248
 PF01777	PF00400
 PF00830	PF03948
 PF00830	PF01281
 PF01778	PF01655
 PF01778	PF00573
 PF00831	PF00584
 PF00831	PF00344
 PF00831	PF02881
 PF00831	PF05697
 PF03947	PF02536
 PF03947	PF01780
 PF03947	PF03948
 PF00297	PF01912
 PF00297	PF00297
 PF08079	PF01159
 PF08079	PF03868
 PF01197	PF00281
 PF01197	PF00673
 PF01197	PF01281
 PF01198	PF09439
 PF01655	PF01655
 PF01655	PF01282
 PF00471	PF01632
 PF01199	PF01248
 PF01247	PF01159
 PF01158	PF01248
 PF01780	PF01248
 PF01907	PF00832
 PF01907	PF00573
 PF00573	PF10501
 PF00573	PF01282
 PF00573	PF07780
 PF00573	PF08053
 PF00573	PF13432
 PF01020	PF00347
 PF05162	PF01248
 PF00281	PF00673
 PF00281	PF00641
 PF17144	PF17144
 PF00673	PF17144
 PF00673	PF00641
 PF00347	PF00347
 PF00347	PF17777
 PF01159	PF01159
 PF01248	PF01248
 PF01248	PF00312
 PF01248	PF01599
 PF01248	PF04032
 PF01248	PF03501
 PF01248	PF01479
 PF01248	PF01547
 PF01248	PF00400
 PF03948	PF01281
 PF01281	PF01281
 PF00338	PF00338
 PF00338	PF00253
 PF00338	PF00380
 PF00338	PF00575
 PF00411	PF00411
 PF00411	PF01084
 PF00411	PF01165
 PF00411	PF01283
 PF00411	PF01200
 PF00411	PF01015
 PF00411	PF00177
 PF00411	PF00575
 PF00416	PF00416
 PF00416	PF00203
 PF00416	PF01090
 PF00416	PF03297
 PF08069	PF00312
 PF08069	PF01667
 PF08069	PF01251
 PF08069	PF00410
 PF00253	PF00833
 PF00253	PF00203
 PF00253	PF00189
 PF00253	PF03501
 PF00312	PF01250
 PF00366	PF16205
 PF00366	PF00410
 PF00366	PF01201
 PF00833	PF00318
 PF00833	PF04758
 PF00833	PF00400
 PF16205	PF01201
 PF01084	PF01165
 PF01084	PF01250
 PF00203	PF01873
 PF00203	PF01782
 PF01090	PF00177
 PF01090	PF00380
 PF00318	PF00318
 PF00318	PF01165
 PF00318	PF01249
 PF00318	PF00189
 PF00318	PF00333
 PF00318	PF00410
 PF00318	PF00575
 PF01165	PF00177
 PF01249	PF00333
 PF01249	PF03719
 PF01249	PF00410
 PF01282	PF01479
 PF03297	PF00177
 PF03297	PF01163
 PF01283	PF01200
 PF01283	PF01015
 PF01667	PF05470
 PF01667	PF05091
 PF01200	PF00177
 PF04758	PF01176
 PF04758	PF08597
 PF04758	PF03463
 PF04758	PF00163
 PF04758	PF00164
 PF04758	PF01479
 PF02482	PF02482
 PF02482	PF00380
 PF01015	PF00575
 PF00189	PF00163
 PF00189	PF00333
 PF00163	PF03719
 PF00163	PF00410
 PF00163	PF01479
 PF00900	PF08071
 PF00900	PF01479
 PF00333	PF03719
 PF00333	PF09202
 PF00333	PF01668
 PF03719	PF00410
 PF01250	PF01250
 PF01092	PF13725
 PF00177	PF00177
 PF00177	PF00380
 PF00177	PF00575
 PF00177	PF05698
 PF00177	PF05697
 PF01251	PF00410
 PF00410	PF00410
 PF00380	PF00400
 PF00164	PF01176
 PF00164	PF03464
 PF00164	PF04758
 PF00164	PF02576
 PF00164	PF09202
 PF00164	PF04068
 PF00164	PF01765
 PF00164	PF01668
 PF00164	PF06769
 PF16321	PF16321
 PF14374	PF17135
 PF14374	PF08079
 PF14374	PF00573
 PF14374	PF03868
 PF04034	PF04034
 PF00834	PF00834
 PF06026	PF06026
 PF02267	PF02267
 PF02267	PF07686
 PF10165	PF10165
 PF10165	PF01547
 PF10165	PF07686
 PF05062	PF00084
 PF14200	PF14200
 PF00652	PF00040
 PF00652	PF00652
 PF00652	PF00161
 PF00652	PF07686
 PF14666	PF14663
 PF14666	PF14664
 PF14664	PF14663
 PF14664	PF14668
 PF14668	PF14663
 PF00355	PF00355
 PF00355	PF18465
 PF00355	PF00848
 PF00355	PF00866
 PF00355	PF13577
 PF00355	PF02921
 PF00355	PF07686
 PF00355	PF19112
 PF13806	PF13806
 PF02009	PF02009
 PF18119	PF04851
 PF18119	PF18119
 PF18119	PF11648
 PF11648	PF04851
 PF11648	PF11648
 PF02197	PF06098
 PF02197	PF02197
 PF02197	PF15127
 PF10522	PF02197
 PF11461	PF00071
 PF11461	PF11461
 PF08443	PF08443
 PF08443	PF18030
 PF18030	PF18030
 PF02576	PF00398
 PF00848	PF00848
 PF00848	PF00866
 PF00848	PF13577
 PF00866	PF00866
 PF04437	PF04437
 PF01163	PF00177
 PF01163	PF00380
 PF01163	PF01163
 PF01163	PF09202
 PF01163	PF00814
 PF00161	PF00652
 PF00161	PF00161
 PF00161	PF02258
 PF00161	PF07686
 PF16524	PF16524
 PF08167	PF08167
 PF17797	PF17797
 PF17777	PF00466
 PF17777	PF03946
 PF17777	PF00347
 PF04068	PF03465
 PF04068	PF00164
 PF18125	PF18125
 PF16099	PF16100
 PF08585	PF08585
 PF08585	PF01131
 PF04321	PF04321
 PF04321	PF02773
 PF04321	PF02772
 PF07521	PF07521
 PF00074	PF00074
 PF00074	PF07686
 PF18497	PF18497
 PF18431	PF18431
 PF10150	PF10150
 PF10150	PF00575
 PF00075	PF03465
 PF00075	PF00075
 PF00075	PF00078
 PF00075	PF06815
 PF00075	PF06817
 PF09468	PF08615
 PF09468	PF17745
 PF08615	PF08615
 PF08615	PF01351
 PF08615	PF17745
 PF01351	PF01351
 PF01351	PF17745
 PF17770	PF17770
 PF01868	PF08584
 PF01868	PF04032
 PF01138	PF01138
 PF01138	PF03725
 PF01138	PF18311
 PF01138	PF00575
 PF03725	PF03725
 PF01876	PF08584
 PF08228	PF04032
 PF01900	PF08584
 PF01900	PF01876
 PF01900	PF01900
 PF00929	PF00929
 PF00929	PF02037
 PF00929	PF01336
 PF00929	PF13423
 PF11977	PF11977
 PF01877	PF01877
 PF00910	PF00910
 PF09414	PF09414
 PF09414	PF18043
 PF09511	PF09511
 PF04252	PF04252
 PF00940	PF00940
 PF00940	PF14700
 PF08203	PF08203
 PF08203	PF00623
 PF08203	PF04560
 PF08203	PF17875
 PF08203	PF05327
 PF08203	PF03876
 PF08208	PF08208
 PF08208	PF06870
 PF08208	PF01193
 PF08208	PF01194
 PF08208	PF06883
 PF08208	PF04563
 PF08208	PF00562
 PF11705	PF04997
 PF11705	PF03874
 PF11705	PF05158
 PF11705	PF05645
 PF03118	PF00027
 PF03118	PF03118
 PF03118	PF01193
 PF03118	PF00623
 PF03118	PF00562
 PF03118	PF04963
 PF03118	PF04545
 PF16857	PF03979
 PF06870	PF06870
 PF06870	PF02150
 PF06870	PF04997
 PF06870	PF04563
 PF06870	PF00562
 PF06870	PF04560
 PF06870	PF05327
 PF04090	PF04997
 PF04090	PF04563
 PF04090	PF10214
 PF01193	PF00338
 PF01193	PF01193
 PF01193	PF13656
 PF01193	PF01194
 PF01193	PF00623
 PF01193	PF04983
 PF01193	PF05000
 PF01193	PF04998
 PF01193	PF00562
 PF01193	PF01192
 PF01193	PF03870
 PF01193	PF04801
 PF01193	PF07288
 PF13656	PF13656
 PF13656	PF04997
 PF13656	PF00623
 PF13656	PF04983
 PF13656	PF00562
 PF13656	PF03870
 PF02150	PF06870
 PF02150	PF04998
 PF02150	PF04563
 PF02150	PF04801
 PF02150	PF05793
 PF01194	PF00562
 PF01194	PF04801
 PF08292	PF04997
 PF08292	PF04560
 PF08292	PF03874
 PF08292	PF03876
 PF06883	PF05000
 PF06883	PF04563
 PF06883	PF04565
 PF06883	PF01096
 PF04997	PF12137
 PF04997	PF13397
 PF04997	PF00163
 PF04997	PF04997
 PF04997	PF00623
 PF04997	PF04983
 PF04997	PF04998
 PF04997	PF04563
 PF04997	PF00562
 PF04997	PF04560
 PF04997	PF03874
 PF04997	PF01191
 PF04997	PF03871
 PF04997	PF05158
 PF04997	PF05645
 PF04997	PF12136
 PF04997	PF03876
 PF04997	PF00309
 PF04997	PF04963
 PF04997	PF04552
 PF04997	PF04546
 PF04997	PF03979
 PF04997	PF00140
 PF04997	PF04542
 PF04997	PF04539
 PF04997	PF04545
 PF04997	PF08281
 PF04997	PF03439
 PF04997	PF02002
 PF04997	PF08271
 PF04997	PF16805
 PF04997	PF18339
 PF04997	PF18337
 PF04997	PF17757
 PF04997	PF11781
 PF00623	PF00623
 PF00623	PF04983
 PF00623	PF05000
 PF00623	PF04998
 PF00623	PF00562
 PF00623	PF04560
 PF00623	PF01192
 PF00623	PF05327
 PF00623	PF03876
 PF00623	PF04963
 PF00623	PF04539
 PF00623	PF08281
 PF00623	PF01096
 PF00623	PF08271
 PF00623	PF11781
 PF04983	PF05000
 PF04983	PF04998
 PF04983	PF04563
 PF04983	PF00562
 PF04983	PF01192
 PF04983	PF03870
 PF04983	PF16992
 PF04983	PF12410
 PF04983	PF07288
 PF04983	PF01096
 PF05000	PF04998
 PF05000	PF04563
 PF05000	PF04565
 PF05000	PF04566
 PF05000	PF10385
 PF05000	PF04567
 PF05000	PF00562
 PF05000	PF03870
 PF05000	PF12410
 PF05000	PF01096
 PF05000	PF07500
 PF05000	PF04858
 PF05000	PF01258
 PF04998	PF16857
 PF04998	PF04998
 PF04998	PF04563
 PF04998	PF04565
 PF04998	PF10385
 PF04998	PF04567
 PF04998	PF00562
 PF04998	PF04560
 PF04998	PF01191
 PF04998	PF03871
 PF04998	PF01192
 PF04998	PF03870
 PF04998	PF04181
 PF04998	PF12415
 PF04998	PF12410
 PF04998	PF03979
 PF04998	PF04545
 PF04998	PF05793
 PF04998	PF01096
 PF04998	PF07500
 PF04998	PF04858
 PF04998	PF01258
 PF05001	PF03874
 PF04563	PF07497
 PF04563	PF16857
 PF04563	PF04563
 PF04563	PF04565
 PF04563	PF04566
 PF04563	PF10385
 PF04563	PF04567
 PF04563	PF00562
 PF04563	PF05158
 PF04563	PF17875
 PF04563	PF04801
 PF04563	PF00076
 PF04563	PF03979
 PF04563	PF00140
 PF04563	PF04542
 PF04563	PF04539
 PF04563	PF03439
 PF04563	PF00382
 PF04563	PF05793
 PF04563	PF02270
 PF04563	PF01096
 PF04563	PF03461
 PF04563	PF01258
 PF04565	PF04566
 PF04565	PF10385
 PF04565	PF04567
 PF04565	PF00562
 PF04566	PF04567
 PF04566	PF05132
 PF04567	PF00562
 PF04567	PF04801
 PF00562	PF00027
 PF00562	PF13397
 PF00562	PF07497
 PF00562	PF00189
 PF00562	PF00163
 PF00562	PF00562
 PF00562	PF04560
 PF00562	PF07288
 PF00562	PF05327
 PF00562	PF04963
 PF00562	PF04552
 PF00562	PF04546
 PF00562	PF04542
 PF00562	PF04539
 PF00562	PF04545
 PF00562	PF08281
 PF00562	PF00176
 PF00562	PF00382
 PF00562	PF01096
 PF00562	PF08271
 PF00562	PF16805
 PF00562	PF18339
 PF00562	PF11781
 PF04560	PF01192
 PF04560	PF17875
 PF04560	PF05327
 PF04560	PF00575
 PF04560	PF03876
 PF04560	PF04963
 PF04560	PF04542
 PF04560	PF04539
 PF04560	PF08271
 PF03874	PF00575
 PF03874	PF03876
 PF01191	PF03871
 PF01191	PF12136
 PF03871	PF04181
 PF03871	PF01096
 PF01192	PF05327
 PF01192	PF03876
 PF03870	PF13181
 PF05158	PF05645
 PF05158	PF04801
 PF05132	PF04801
 PF05645	PF05645
 PF03431	PF03431
 PF03431	PF00575
 PF00773	PF18614
 PF00773	PF01138
 PF00773	PF00773
 PF00773	PF17216
 PF00773	PF17215
 PF00773	PF00575
 PF02508	PF02508
 PF14760	PF14760
 PF19034	PF19034
 PF19034	PF15935
 PF19034	PF15933
 PF15935	PF19034
 PF15935	PF19417
 PF18768	PF18768
 PF08343	PF02867
 PF08343	PF00317
 PF08343	PF00268
 PF03259	PF03259
 PF08477	PF08477
 PF07073	PF07073
 PF10259	PF10259
 PF00480	PF00480
 PF02027	PF02027
 PF18106	PF18106
 PF01815	PF01815
 PF05082	PF05082
 PF18386	PF18386
 PF00639	PF00639
 PF00639	PF13616
 PF00639	PF09312
 PF00639	PF00397
 PF13145	PF13145
 PF13616	PF13616
 PF13616	PF00397
 PF12289	PF12289
 PF06929	PF06929
 PF00980	PF00980
 PF00980	PF05087
 PF02509	PF02509
 PF01665	PF01665
 PF01452	PF01452
 PF05087	PF12289
 PF05087	PF05087
 PF17477	PF17477
 PF17477	PF00426
 PF17477	PF17478
 PF17477	PF00434
 PF17875	PF05327
 PF17875	PF03876
 PF04181	PF04181
 PF13877	PF17856
 PF08784	PF08784
 PF08784	PF02217
 PF19725	PF19725
 PF03055	PF03055
 PF02755	PF02755
 PF11574	PF11574
 PF16550	PF00240
 PF16550	PF18031
 PF18051	PF17781
 PF17781	PF17781
 PF17781	PF18004
 PF18004	PF18004
 PF08375	PF18503
 PF10602	PF10602
 PF10602	PF00240
 PF14700	PF14700
 PF14700	PF00398
 PF07288	PF07288
 PF17067	PF00416
 PF05659	PF05659
 PF09382	PF16124
 PF09382	PF09382
 PF09382	PF07686
 PF03737	PF03737
 PF01765	PF01016
 PF01765	PF00164
 PF01765	PF01765
 PF01765	PF07686
 PF02082	PF02082
 PF00076	PF00164
 PF00076	PF00076
 PF00076	PF13893
 PF00076	PF16842
 PF00076	PF16294
 PF00076	PF06487
 PF00076	PF16275
 PF00076	PF11931
 PF00076	PF08920
 PF00076	PF19097
 PF00076	PF00085
 PF00076	PF16131
 PF00076	PF12220
 PF00076	PF01044
 PF00076	PF08389
 PF00076	PF00642
 PF00076	PF12874
 PF00076	PF08080
 PF04059	PF04059
 PF08777	PF08777
 PF08777	PF12009
 PF10598	PF08920
 PF10598	PF02731
 PF10598	PF10596
 PF13893	PF13893
 PF11835	PF11835
 PF18444	PF18444
 PF05327	PF05327
 PF05327	PF11781
 PF10214	PF10214
 PF00398	PF00398
 PF06962	PF06962
 PF13234	PF13234
 PF13234	PF10650
 PF17216	PF17216
 PF17216	PF17215
 PF06459	PF06459
 PF08071	PF00900
 PF08071	PF01479
 PF08678	PF08678
 PF08673	PF08673
 PF16294	PF06487
 PF08586	PF08586
 PF08586	PF00569
 PF16751	PF08281
 PF04353	PF04545
 PF03873	PF03873
 PF03872	PF04542
 PF03872	PF08281
 PF02410	PF02410
 PF03193	PF03193
 PF03193	PF16745
 PF04378	PF04378
 PF02714	PF13967
 PF11757	PF11757
 PF11757	PF11479
 PF03113	PF03113
 PF01137	PF01137
 PF01139	PF01139
 PF02334	PF02334
 PF07809	PF07809
 PF09510	PF09510
 PF08512	PF08512
 PF08512	PF08644
 PF18215	PF18215
 PF16770	PF16771
 PF17917	PF00078
 PF17919	PF00078
 PF17919	PF03539
 PF05750	PF05750
 PF05748	PF05748
 PF09273	PF09273
 PF09273	PF00856
 PF18087	PF18087
 PF00016	PF18087
 PF00016	PF00016
 PF00016	PF02788
 PF00016	PF00101
 PF02788	PF18087
 PF02788	PF02788
 PF02788	PF00101
 PF00101	PF00101
 PF00301	PF00301
 PF18073	PF14559
 PF02915	PF02915
 PF02759	PF00071
 PF02759	PF02759
 PF00853	PF00853
 PF05866	PF05866
 PF07499	PF01330
 PF07499	PF05496
 PF01330	PF01330
 PF05491	PF05491
 PF05491	PF05496
 PF05496	PF05496
 PF05496	PF06068
 PF05496	PF17856
 PF02075	PF02075
 PF18516	PF18516
 PF03652	PF03652
 PF16473	PF16473
 PF01947	PF01947
 PF00665	PF00665
 PF00665	PF18103
 PF00077	PF00077
 PF00078	PF00078
 PF00078	PF06815
 PF00078	PF13655
 PF00078	PF06817
 PF00078	PF03539
 PF00078	PF12009
 PF00078	PF17984
 PF00078	PF07686
 PF13456	PF13456
 PF13456	PF01547
 PF06815	PF06815
 PF06815	PF06817
 PF06815	PF07686
 PF05773	PF05773
 PF05773	PF01205
 PF05773	PF00179
 PF18052	PF18052
 PF01365	PF01365
 PF01365	PF00622
 PF02026	PF02026
 PF02026	PF00622
 PF05526	PF05526
 PF02773	PF02773
 PF02773	PF02772
 PF02773	PF00438
 PF02772	PF02772
 PF02772	PF00438
 PF00438	PF00438
 PF18316	PF18316
 PF02574	PF02574
 PF00575	PF00575
 PF00575	PF14633
 PF00575	PF03876
 PF00575	PF08271
 PF00575	PF17121
 PF02265	PF02265
 PF03501	PF08597
 PF01479	PF08662
 PF01479	PF01479
 PF07422	PF07422
 PF00277	PF00277
 PF18304	PF18304
 PF18304	PF07686
 PF04455	PF04455
 PF16653	PF16653
 PF16653	PF03435
 PF03435	PF03435
 PF07738	PF07738
 PF02182	PF02182
 PF02182	PF00856
 PF08666	PF08666
 PF09460	PF09460
 PF04502	PF04502
 PF04502	PF10596
 PF04092	PF04092
 PF04092	PF07686
 PF12767	PF12090
 PF12767	PF02969
 PF12767	PF02291
 PF12767	PF03847
 PF01259	PF01259
 PF12115	PF12115
 PF00536	PF00536
 PF00536	PF07647
 PF00536	PF00522
 PF00536	PF00102
 PF07647	PF07647
 PF01536	PF01536
 PF18255	PF18255
 PF20257	PF01887
 PF01887	PF01887
 PF13543	PF20406
 PF20406	PF20406
 PF01698	PF01698
 PF04445	PF04445
 PF02198	PF02198
 PF02198	PF00092
 PF01342	PF01342
 PF05184	PF05184
 PF05184	PF03489
 PF03489	PF03489
 PF16560	PF16560
 PF16722	PF16722
 PF06682	PF06682
 PF16531	PF00041
 PF16531	PF16531
 PF16531	PF18594
 PF18594	PF18594
 PF03629	PF03629
 PF17041	PF17041
 PF00269	PF00269
 PF16073	PF00109
 PF16073	PF16073
 PF06426	PF06426
 PF06106	PF06106
 PF06106	PF03167
 PF16719	PF16719
 PF13558	PF13558
 PF13558	PF12320
 PF17882	PF17882
 PF01172	PF09377
 PF20268	PF09377
 PF07005	PF07005
 PF01758	PF01758
